Time,CppFile,LogType,SourceType,SourceID,Team,Weapon,Damage,DestinationType,DestinationID,X,Y
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,127,L_TeamEnemy,694.909,1760.86,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,129,L_TeamEnemy,579.016,1935.75,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,131,L_TeamEnemy,618.163,1754.43,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,133,L_TeamEnemy,605.724,1826.75,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,135,L_TeamEnemy,668.81,1728.99,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,137,L_TeamEnemy,732.299,1737.12,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,139,L_TeamEnemy,448.437,2042.64,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,141,L_TeamEnemy,540.673,1834.13,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,143,L_TeamEnemy,702.502,1898.27,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,145,L_TeamEnemy,513.781,1819.09,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,147,L_TeamEnemy,541.857,2086.36,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,149,L_TeamEnemy,729.345,1712.79,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,151,L_TeamEnemy,586.962,1753.54,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,153,L_TeamEnemy,457.665,2072.85,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,155,L_TeamEnemy,647.155,2059.49,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,157,L_TeamEnemy,575.622,1805.73,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,159,L_TeamEnemy,747.753,1784.66,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,161,L_TeamEnemy,509.777,1935.74,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,163,L_TeamEnemy,517.15,1751.17,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,165,L_TeamEnemy,420.739,1893.49,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,167,L_TeamEnemy,546.642,1919.52,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,169,L_TeamEnemy,741.552,1886.54,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,171,L_TeamEnemy,735.4,2023.65,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,173,L_TeamEnemy,582.348,1914.44,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,175,L_TeamEnemy,433.117,2006.7,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,177,L_TeamEnemy,714.111,1790.82,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,179,L_TeamEnemy,592.748,1920.1,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,181,L_TeamEnemy,643.591,1935.13,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,183,L_TeamEnemy,746.008,1948.38,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,185,L_TeamEnemy,692.358,1696.21,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,187,L_TeamEnemy,613.879,1822.38,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,189,L_TeamEnemy,592.114,1770.61,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,191,L_TeamEnemy,764.965,1883.1,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,193,L_TeamEnemy,708.996,1877.75,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,195,L_TeamEnemy,533.837,1858.93,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,197,L_TeamEnemy,609.216,1854.74,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,199,L_TeamEnemy,412.109,2018.6,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,201,L_TeamEnemy,678.649,1733.19,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,203,L_TeamEnemy,724.682,1962.48,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,205,L_TeamEnemy,708.837,1760.48,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,207,L_TeamEnemy,603.552,1714.62,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,209,L_TeamEnemy,761.852,1928.26,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,211,L_TeamEnemy,671.948,1977.99,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,213,L_TeamEnemy,626.635,1970.2,,,,
3.470684,LevelGenNormal.c,L_spawn,EnemySimple,215,L_TeamEnemy,650.939,1815.69,,,,
3.487372,Engine.c,L_time,3.487372,3.487372,0.016689,1,,,,,
3.504035,Engine.c,L_time,3.504035,3.504035,0.016662,1,,,,,
3.52072,Engine.c,L_time,3.52072,3.52072,0.016685,1,,,,,
3.537677,Engine.c,L_time,3.537677,3.537677,0.016957,1,,,,,
3.55467,Engine.c,L_time,3.55467,3.55467,0.016994,1,,,,,
3.571347,Engine.c,L_time,3.571347,3.571347,0.016677,1,,,,,
3.58804,Engine.c,L_time,3.58804,3.58804,0.016693,1,,,,,
3.604691,Engine.c,L_time,3.604691,3.604691,0.01665,1,,,,,
3.621358,Engine.c,L_time,3.621358,3.621358,0.016668,1,,,,,
3.638028,Engine.c,L_time,3.638028,3.638028,0.01667,1,,,,,
3.654697,Engine.c,L_time,3.654697,3.654697,0.016669,1,,,,,
3.671428,Engine.c,L_time,3.671428,3.671428,0.016732,1,,,,,
3.69591,Engine.c,L_time,3.69591,3.69591,0.024481,1,,,,,
3.712348,Engine.c,L_time,3.712348,3.712348,0.016438,1,,,,,
3.729015,Engine.c,L_time,3.729015,3.729015,0.016667,1,,,,,
3.745686,Engine.c,L_time,3.745686,3.745686,0.016671,1,,,,,
3.762355,Engine.c,L_time,3.762355,3.762355,0.016669,1,,,,,
3.779026,Engine.c,L_time,3.779026,3.779026,0.016671,1,,,,,
3.795698,Engine.c,L_time,3.795698,3.795698,0.016671,1,,,,,
3.812517,Engine.c,L_time,3.812517,3.812517,0.016819,1,,,,,
3.829048,Engine.c,L_time,3.829048,3.829048,0.016531,1,,,,,
3.845721,Engine.c,L_time,3.845721,3.845721,0.016673,1,,,,,
3.862421,Engine.c,L_time,3.862421,3.862421,0.0167,1,,,,,
3.884812,Engine.c,L_time,3.884812,3.884812,0.022391,1,,,,,
3.901493,Engine.c,L_time,3.901493,3.901493,0.016681,1,,,,,
3.918156,Engine.c,L_time,3.918156,3.918156,0.016663,1,,,,,
3.934838,Engine.c,L_time,3.934838,3.934838,0.016682,1,,,,,
3.951559,Engine.c,L_time,3.951559,3.951559,0.01672,1,,,,,
3.974832,Engine.c,L_time,3.974832,3.974832,0.023273,1,,,,,
3.991529,Engine.c,L_time,3.991529,3.991529,0.016697,1,,,,,
4.008181,Engine.c,L_time,4.008181,4.008181,0.016652,1,,,,,
4.024853,Engine.c,L_time,4.024853,4.024853,0.016672,1,,,,,
4.041528,Engine.c,L_time,4.041528,4.041528,0.016675,1,,,,,
4.058202,Engine.c,L_time,4.058202,4.058202,0.016674,1,,,,,
4.074872,Engine.c,L_time,4.074872,4.074872,0.01667,1,,,,,
4.091546,Engine.c,L_time,4.091546,4.091546,0.016674,1,,,,,
4.108224,Engine.c,L_time,4.108224,4.108224,0.016679,1,,,,,
4.124913,Engine.c,L_time,4.124913,4.124913,0.016688,1,,,,,
4.14157,Engine.c,L_time,4.14157,4.14157,0.016657,1,,,,,
4.158277,Engine.c,L_time,4.158277,4.158277,0.016707,1,,,,,
4.180044,Engine.c,L_time,4.180044,4.180044,0.021767,1,,,,,
4.196716,Engine.c,L_time,4.196716,4.196716,0.016673,1,,,,,
4.213389,Engine.c,L_time,4.213389,4.213389,0.016673,1,,,,,
4.230061,Engine.c,L_time,4.230061,4.230061,0.016672,1,,,,,
4.246731,Engine.c,L_time,4.246731,4.246731,0.016671,1,,,,,
4.263403,Engine.c,L_time,4.263403,4.263403,0.016672,1,,,,,
4.280072,Engine.c,L_time,4.280072,4.280072,0.016669,1,,,,,
4.296746,Engine.c,L_time,4.296746,4.296746,0.016673,1,,,,,
4.313425,Engine.c,L_time,4.313425,4.313425,0.016679,1,,,,,
4.33009,Engine.c,L_time,4.33009,4.33009,0.016665,1,,,,,
4.346832,Engine.c,L_time,4.346832,4.346832,0.016742,1,,,,,
4.369454,Engine.c,L_time,4.369454,4.369454,0.022622,1,,,,,
4.386185,Engine.c,L_time,4.386185,4.386185,0.016731,1,,,,,
4.408752,Engine.c,L_time,4.408752,4.408752,0.022567,1,,,,,
4.425481,Engine.c,L_time,4.425481,4.425481,0.016729,1,,,,,
4.449019,Engine.c,L_time,4.449019,4.449019,0.023538,1,,,,,
4.465746,Engine.c,L_time,4.465746,4.465746,0.016726,1,,,,,
4.49277,Engine.c,L_time,4.49277,4.49277,0.027024,1,,,,,
4.509323,Engine.c,L_time,4.509323,4.509323,0.016553,1,,,,,
4.525972,Engine.c,L_time,4.525972,4.525972,0.016649,1,,,,,
4.542674,Engine.c,L_time,4.542674,4.542674,0.016702,1,,,,,
4.565038,Engine.c,L_time,4.565038,4.565038,0.022364,1,,,,,
4.581636,Engine.c,L_time,4.581636,4.581636,0.016599,1,,,,,
4.59833,Engine.c,L_time,4.59833,4.59833,0.016694,1,,,,,
4.614997,Engine.c,L_time,4.614997,4.614997,0.016666,1,,,,,
4.63168,Engine.c,L_time,4.63168,4.63168,0.016684,1,,,,,
4.648339,Engine.c,L_time,4.648339,4.648339,0.016659,1,,,,,
4.66502,Engine.c,L_time,4.66502,4.66502,0.01668,1,,,,,
4.68187,Engine.c,L_time,4.68187,4.68187,0.016851,1,,,,,
4.698541,Engine.c,L_time,4.698541,4.698541,0.016671,1,,,,,
4.715216,Engine.c,L_time,4.715216,4.715216,0.016674,1,,,,,
4.731887,Engine.c,L_time,4.731887,4.731887,0.016672,1,,,,,
4.74857,Engine.c,L_time,4.74857,4.74857,0.016683,1,,,,,
4.765229,Engine.c,L_time,4.765229,4.765229,0.016659,1,,,,,
4.78196,Engine.c,L_time,4.78196,4.78196,0.01673,1,,,,,
4.80432,Engine.c,L_time,4.80432,4.80432,0.022361,1,,,,,
4.82105,Engine.c,L_time,4.82105,4.82105,0.016729,1,,,,,
4.844061,Engine.c,L_time,4.844061,4.844061,0.023012,1,,,,,
4.860791,Engine.c,L_time,4.860791,4.860791,0.01673,1,,,,,
4.884293,Engine.c,L_time,4.884293,4.884293,0.023502,1,,,,,
4.901021,Engine.c,L_time,4.901021,4.901021,0.016728,1,,,,,
4.923824,Engine.c,L_time,4.923824,4.923824,0.022803,1,,,,,
4.940618,Engine.c,L_time,4.940618,4.940618,0.016793,1,,,,,
4.957243,Engine.c,L_time,4.957243,4.957243,0.016626,1,,,,,
4.979631,Engine.c,L_time,4.979631,4.979631,0.022388,1,,,,,
4.996304,Engine.c,L_time,4.996304,4.996304,0.016672,1,,,,,
5.013008,Engine.c,L_time,5.013008,5.013008,0.016704,1,,,,,
5.030463,Engine.c,L_time,5.030463,5.030463,0.017455,1,,,,,
5.047121,Engine.c,L_time,5.047121,5.047121,0.016657,1,,,,,
5.063797,Engine.c,L_time,5.063797,5.063797,0.016677,1,,,,,
5.080467,Engine.c,L_time,5.080467,5.080467,0.01667,1,,,,,
5.097141,Engine.c,L_time,5.097141,5.097141,0.016673,1,,,,,
5.113814,Engine.c,L_time,5.113814,5.113814,0.016674,1,,,,,
5.130497,Engine.c,L_time,5.130497,5.130497,0.016683,1,,,,,
5.147188,Engine.c,L_time,5.147188,5.147188,0.016691,1,,,,,
5.163833,Engine.c,L_time,5.163833,5.163833,0.016645,1,,,,,
5.180505,Engine.c,L_time,5.180505,5.180505,0.016672,1,,,,,
5.197175,Engine.c,L_time,5.197175,5.197175,0.01667,1,,,,,
5.213848,Engine.c,L_time,5.213848,5.213848,0.016673,1,,,,,
5.230519,Engine.c,L_time,5.230519,5.230519,0.016671,1,,,,,
5.247188,Engine.c,L_time,5.247188,5.247188,0.016669,1,,,,,
5.263867,Engine.c,L_time,5.263867,5.263867,0.016679,1,,,,,
5.280534,Engine.c,L_time,5.280534,5.280534,0.016667,1,,,,,
5.297204,Engine.c,L_time,5.297204,5.297204,0.01667,1,,,,,
5.313875,Engine.c,L_time,5.313875,5.313875,0.016671,1,,,,,
5.330547,Engine.c,L_time,5.330547,5.330547,0.016672,1,,,,,
5.347267,Engine.c,L_time,5.347267,5.347267,0.01672,1,,,,,
5.363895,Engine.c,L_time,5.363895,5.363895,0.016628,1,,,,,
5.380569,Engine.c,L_time,5.380569,5.380569,0.016674,1,,,,,
5.397273,Engine.c,L_time,5.397273,5.397273,0.016703,1,,,,,
5.419179,Engine.c,L_time,5.419179,5.419179,0.021907,1,,,,,
5.435902,Engine.c,L_time,5.435902,5.435902,0.016723,1,,,,,
5.458901,Engine.c,L_time,5.458901,5.458901,0.023,1,,,,,
5.475579,Engine.c,L_time,5.475579,5.475579,0.016678,1,,,,,
5.492252,Engine.c,L_time,5.492252,5.492252,0.016672,1,,,,,
5.508922,Engine.c,L_time,5.508922,5.508922,0.01667,1,,,,,
5.525594,Engine.c,L_time,5.525594,5.525594,0.016672,1,,,,,
5.542272,Engine.c,L_time,5.542272,5.542272,0.016677,1,,,,,
5.558948,Engine.c,L_time,5.558948,5.558948,0.016676,1,,,,,
5.575616,Engine.c,L_time,5.575616,5.575616,0.016669,1,,,,,
5.592288,Engine.c,L_time,5.592288,5.592288,0.016671,1,,,,,
5.608998,Engine.c,L_time,5.608998,5.608998,0.01671,1,,,,,
5.62565,Engine.c,L_time,5.62565,5.62565,0.016653,1,,,,,
5.642324,Engine.c,L_time,5.642324,5.642324,0.016674,1,,,,,
5.658995,Engine.c,L_time,5.658995,5.658995,0.01667,1,,,,,
5.675667,Engine.c,L_time,5.675667,5.675667,0.016672,1,,,,,
5.69234,Engine.c,L_time,5.69234,5.69234,0.016673,1,,,,,
5.709011,Engine.c,L_time,5.709011,5.709011,0.016671,1,,,,,
5.725681,Engine.c,L_time,5.725681,5.725681,0.016671,1,,,,,
5.742393,Engine.c,L_time,5.742393,5.742393,0.016712,1,,,,,
5.759033,Engine.c,L_time,5.759033,5.759033,0.01664,1,,,,,
5.775707,Engine.c,L_time,5.775707,5.775707,0.016674,1,,,,,
5.792425,Engine.c,L_time,5.792425,5.792425,0.016718,1,,,,,
5.792425,Engine.c,L_transform,PlayerType3,217,-8037.663574,5580.037109,0,,,,
5.815121,Engine.c,L_time,5.815121,5.815121,0.022697,1,,,,,
5.831924,Engine.c,L_time,5.831924,5.831924,0.016803,1,,,,,
5.848481,Engine.c,L_time,5.848481,5.848481,0.016557,1,,,,,
5.865153,Engine.c,L_time,5.865153,5.865153,0.016672,1,,,,,
5.881826,Engine.c,L_time,5.881826,5.881826,0.016674,1,,,,,
5.881826,Engine.c,L_transform,PlayerType3,217,-8037.663574,5580.037109,0,,,,
5.898493,Engine.c,L_time,5.898493,5.898493,0.016667,1,,,,,
5.915165,Engine.c,L_time,5.915165,5.915165,0.016672,1,,,,,
5.931899,Engine.c,L_time,5.931899,5.931899,0.016733,1,,,,,
5.955363,Engine.c,L_time,5.955363,5.955363,0.023464,1,,,,,
5.972051,Engine.c,L_time,5.972051,5.972051,0.016688,1,,,,,
5.972051,Engine.c,L_transform,PlayerType3,217,-8037.444824,5580.037109,0.000182,,,,
5.988708,Engine.c,L_time,5.988708,5.988708,0.016658,1,,,,,
6.005382,Engine.c,L_time,6.005382,6.005382,0.016673,1,,,,,
6.02205,Engine.c,L_time,6.02205,6.02205,0.016668,1,,,,,
6.038719,Engine.c,L_time,6.038719,6.038719,0.016669,1,,,,,
6.05539,Engine.c,L_time,6.05539,6.05539,0.016671,1,,,,,
6.05539,Engine.c,L_transform,PlayerType3,217,-8030.475586,5580.032715,-0.008576,,,,
6.072099,Engine.c,L_time,6.072099,6.072099,0.016709,1,,,,,
6.094944,Engine.c,L_time,6.094944,6.094944,0.022845,1,,,,,
6.111617,Engine.c,L_time,6.111617,6.111617,0.016673,1,,,,,
6.128289,Engine.c,L_time,6.128289,6.128289,0.016673,1,,,,,
6.144963,Engine.c,L_time,6.144963,6.144963,0.016673,1,,,,,
6.144963,Engine.c,L_transform,PlayerType3,217,-8012.692871,5579.907227,-0.040196,,,,
6.161642,Engine.c,L_time,6.161642,6.161642,0.016679,1,,,,,
6.178305,Engine.c,L_time,6.178305,6.178305,0.016664,1,,,,,
6.194989,Engine.c,L_time,6.194989,6.194989,0.016684,1,,,,,
6.211659,Engine.c,L_time,6.211659,6.211659,0.01667,1,,,,,
6.228325,Engine.c,L_time,6.228325,6.228325,0.016666,1,,,,,
6.228325,Engine.c,L_transform,PlayerType3,217,-7985.117188,5579.220215,-0.15353,,,,
6.244999,Engine.c,L_time,6.244999,6.244999,0.016674,1,,,,,
6.261672,Engine.c,L_time,6.261672,6.261672,0.016672,1,,,,,
6.278343,Engine.c,L_time,6.278343,6.278343,0.016671,1,,,,,
6.295015,Engine.c,L_time,6.295015,6.295015,0.016673,1,,,,,
6.311685,Engine.c,L_time,6.311685,6.311685,0.016669,1,,,,,
6.311685,Engine.c,L_transform,PlayerType3,217,-7949.458984,5576.834473,-0.319708,,,,
6.328358,Engine.c,L_time,6.328358,6.328358,0.016674,1,,,,,
6.345035,Engine.c,L_time,6.345035,6.345035,0.016677,1,,,,,
6.361862,Engine.c,L_time,6.361862,6.361862,0.016826,1,,,,,
6.378383,Engine.c,L_time,6.378383,6.378383,0.016522,1,,,,,
6.395056,Engine.c,L_time,6.395056,6.395056,0.016673,1,,,,,
6.395056,Engine.c,L_transform,PlayerType3,217,-7906.633789,5571.022461,-0.463049,,,,
6.411728,Engine.c,L_time,6.411728,6.411728,0.016671,1,,,,,
6.428404,Engine.c,L_time,6.428404,6.428404,0.016676,1,,,,,
6.445076,Engine.c,L_time,6.445076,6.445076,0.016671,1,,,,,
6.461748,Engine.c,L_time,6.461748,6.461748,0.016672,1,,,,,
6.478417,Engine.c,L_time,6.478417,6.478417,0.01667,1,,,,,
6.478417,Engine.c,L_transform,PlayerType3,217,-7857.133789,5560.229492,-0.543324,,,,
6.495093,Engine.c,L_time,6.495093,6.495093,0.016675,1,,,,,
6.511762,Engine.c,L_time,6.511762,6.511762,0.01667,1,,,,,
6.528435,Engine.c,L_time,6.528435,6.528435,0.016672,1,,,,,
6.545106,Engine.c,L_time,6.545106,6.545106,0.016671,1,,,,,
6.561781,Engine.c,L_time,6.561781,6.561781,0.016675,1,,,,,
6.561781,Engine.c,L_transform,PlayerType3,217,-7801.900391,5543.922852,-0.587181,,,,
6.578448,Engine.c,L_time,6.578448,6.578448,0.016667,1,,,,,
6.595124,Engine.c,L_time,6.595124,6.595124,0.016676,1,,,,,
6.611804,Engine.c,L_time,6.611804,6.611804,0.01668,1,,,,,
6.628467,Engine.c,L_time,6.628467,6.628467,0.016664,1,,,,,
6.645141,Engine.c,L_time,6.645141,6.645141,0.016674,1,,,,,
6.645141,Engine.c,L_transform,PlayerType3,217,-7741.820801,5522.175293,-0.614031,,,,
6.661863,Engine.c,L_time,6.661863,6.661863,0.016723,1,,,,,
6.678483,Engine.c,L_time,6.678483,6.678483,0.01662,1,,,,,
6.69522,Engine.c,L_time,6.69522,6.69522,0.016736,1,,,,,
6.720064,Engine.c,L_time,6.720064,6.720064,0.024844,1,,,,,
6.736733,Engine.c,L_time,6.736733,6.736733,0.01667,1,,,,,
6.736733,Engine.c,L_transform,PlayerType3,217,-7677.608887,5495.274902,-0.632112,,,,
6.753404,Engine.c,L_time,6.753404,6.753404,0.016671,1,,,,,
6.770083,Engine.c,L_time,6.770083,6.770083,0.016679,1,,,,,
6.786748,Engine.c,L_time,6.786748,6.786748,0.016665,1,,,,,
6.803421,Engine.c,L_time,6.803421,6.803421,0.016673,1,,,,,
6.820091,Engine.c,L_time,6.820091,6.820091,0.01667,1,,,,,
6.820091,Engine.c,L_transform,PlayerType3,217,-7609.896484,5463.614746,-0.648097,,,,
6.836821,Engine.c,L_time,6.836821,6.836821,0.016729,1,,,,,
6.86025,Engine.c,L_time,6.86025,6.86025,0.02343,1,,,,,
6.876922,Engine.c,L_time,6.876922,6.876922,0.016672,1,,,,,
6.893595,Engine.c,L_time,6.893595,6.893595,0.016673,1,,,,,
6.910269,Engine.c,L_time,6.910269,6.910269,0.016674,1,,,,,
6.910269,Engine.c,L_transform,PlayerType3,217,-7539.199707,5427.556152,-0.660898,,,,
6.926939,Engine.c,L_time,6.926939,6.926939,0.01667,1,,,,,
6.94361,Engine.c,L_time,6.94361,6.94361,0.016671,1,,,,,
6.960282,Engine.c,L_time,6.960282,6.960282,0.016672,1,,,,,
6.976957,Engine.c,L_time,6.976957,6.976957,0.016675,1,,,,,
