Time,CppFile,Type,System,Duration,Header6,Header7,Header8,Header9,Header10,Header11,Header12
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4525,L_TeamEnemy,-2788.13,-45.4933,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4527,L_TeamEnemy,-2684.07,-233.604,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4529,L_TeamEnemy,-2784.7,113.381,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4531,L_TeamEnemy,-2698.99,-255.564,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4533,L_TeamEnemy,-2562.55,45.6932,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4535,L_TeamEnemy,-2688.9,-171.714,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4537,L_TeamEnemy,-2784.11,-161.216,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4539,L_TeamEnemy,-2884.95,-126.267,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4541,L_TeamEnemy,-2591.01,-210.984,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4543,L_TeamEnemy,-2554.98,-115.195,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4545,L_TeamEnemy,-2782.72,6.61854,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4547,L_TeamEnemy,-2692.39,53.2372,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4549,L_TeamEnemy,-2622.79,-49.3995,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4551,L_TeamEnemy,-2369.15,2175.95,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4553,L_TeamEnemy,-2689.11,2045.26,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4555,L_TeamEnemy,-2612.84,2255.31,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4557,L_TeamEnemy,-2312.57,1994.11,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4559,L_TeamEnemy,-2353.02,2310.37,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4561,L_TeamEnemy,-2389.64,2021.96,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4563,L_TeamEnemy,-2402.7,2267.5,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4565,L_TeamEnemy,-2373.09,1926.57,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4567,L_TeamEnemy,-2475.56,2207.51,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4569,L_TeamEnemy,-2375.14,2127.96,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4571,L_TeamEnemy,-2665.83,2206.36,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4573,L_TeamEnemy,-2627.74,2308.81,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4575,L_TeamEnemy,-2555.94,2289.28,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4577,L_TeamEnemy,-2308.23,2230.72,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4579,L_TeamEnemy,-2422.83,2221.92,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4581,L_TeamEnemy,-2508.1,2285.94,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4583,L_TeamEnemy,-2641.89,1938.22,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4585,L_TeamEnemy,-2584.49,2297.18,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4587,L_TeamEnemy,-2520.18,2048.9,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4589,L_TeamEnemy,-2526.89,2076.96,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4591,L_TeamEnemy,-2581.4,2137.96,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4593,L_TeamEnemy,-1880.06,-1396.23,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4595,L_TeamEnemy,-1902.66,-1429.97,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4597,L_TeamEnemy,-1852.07,-1430.73,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4599,L_TeamEnemy,-1974.53,-1565.23,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4601,L_TeamEnemy,-1717.96,-1725.74,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4603,L_TeamEnemy,-1862.41,-1492.8,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4605,L_TeamEnemy,-2000.25,-1491.9,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4607,L_TeamEnemy,-1892.43,-1471.67,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4609,L_TeamEnemy,-1697.05,-1394.07,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4611,L_TeamEnemy,-1664.84,-1726.68,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4613,L_TeamEnemy,-1697.49,-1654.94,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4615,L_TeamEnemy,-1986.09,-1465.4,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4617,L_TeamEnemy,-1810.97,-1533.36,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4619,L_TeamEnemy,-1689.12,-1694.88,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4621,L_TeamEnemy,-1721.75,-1573.32,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyCapitalShip,4623,L_TeamEnemy,-2345.39,-2613.58,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4629,L_TeamEnemy,-2531.59,-2402,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4631,L_TeamEnemy,-2448.76,-2235.21,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4633,L_TeamEnemy,-2617.36,-2543.33,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4635,L_TeamEnemy,-2393.22,-2457.76,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4637,L_TeamEnemy,-2625.24,-2446.47,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4639,L_TeamEnemy,-2341.08,-2429.55,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4641,L_TeamEnemy,-2327.9,-2379.35,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4643,L_TeamEnemy,-2276.65,-2258.21,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4645,L_TeamEnemy,-2419.8,-2604.47,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4647,L_TeamEnemy,-2368.42,-2442.51,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4649,L_TeamEnemy,-2254.81,-2479.25,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4651,L_TeamEnemy,-2291.04,-2613.46,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4653,L_TeamEnemy,-2584.12,-2569.02,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4655,L_TeamEnemy,-2496.8,-2354.77,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4657,L_TeamEnemy,-2466.46,-2481.54,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4659,L_TeamEnemy,-2504.21,-2446.77,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyCapitalShip,4661,L_TeamEnemy,-2859.47,-2657.27,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4667,L_TeamEnemy,-2751.81,-2598.94,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4668,L_TeamEnemy,-2775.9,-2638.48,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4669,L_TeamEnemy,-2963.03,-2624.68,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4670,L_TeamEnemy,-2938.2,-2326.66,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4671,L_TeamEnemy,380.77,-3466.79,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4673,L_TeamEnemy,87.6308,-3419.38,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4675,L_TeamEnemy,69.0517,-3347.93,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4677,L_TeamEnemy,184.018,-3503,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4679,L_TeamEnemy,119.748,-3351.05,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4681,L_TeamEnemy,448.471,-3466.24,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4683,L_TeamEnemy,110.299,-3606.43,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4685,L_TeamEnemy,225.851,-3428.42,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4687,L_TeamEnemy,441,-3421.16,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4689,L_TeamEnemy,360.519,-3440.13,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4691,L_TeamEnemy,67.4282,-3705.11,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4693,L_TeamEnemy,392.257,-3707.44,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4695,L_TeamEnemy,2888.43,48.8716,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4697,L_TeamEnemy,2894.27,-126.946,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4699,L_TeamEnemy,2806.48,33.442,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4701,L_TeamEnemy,2975.95,113.63,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4703,L_TeamEnemy,3110.38,98.9937,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4705,L_TeamEnemy,3027.2,-8.26947,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4707,L_TeamEnemy,2777.98,103.193,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4709,L_TeamEnemy,2876.02,-51.3603,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4711,L_TeamEnemy,2996.54,257.929,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4713,L_TeamEnemy,2859.48,207.368,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4715,L_TeamEnemy,3027.29,130.17,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4717,L_TeamEnemy,2838,-36.8583,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4719,L_TeamEnemy,2957.74,-82.183,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4721,L_TeamEnemy,2927.7,188.74,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4723,L_TeamEnemy,2903.36,113.129,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4725,L_TeamEnemy,3087.23,-90.728,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4727,L_TeamEnemy,2880.49,-20.0126,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4729,L_TeamEnemy,2870.7,142.329,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4731,L_TeamEnemy,2826.05,53.1563,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4733,L_TeamEnemy,2803.65,184.565,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4735,L_TeamEnemy,-2785.08,1686.39,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4737,L_TeamEnemy,-2990.01,1516.6,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4739,L_TeamEnemy,-2962.08,1575.33,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4741,L_TeamEnemy,-3010.52,1561.01,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4743,L_TeamEnemy,-2986.46,1661.13,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4745,L_TeamEnemy,-2983.79,1828.86,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4747,L_TeamEnemy,-2763.2,1747.11,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4749,L_TeamEnemy,-2926.72,1789.52,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4751,L_TeamEnemy,-2872.77,1547.76,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4753,L_TeamEnemy,-3115.92,1676.81,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4755,L_TeamEnemy,-2819.81,1648.15,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4757,L_TeamEnemy,-2780.25,1586.13,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4759,L_TeamEnemy,-2807.65,1642.92,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4761,L_TeamEnemy,-3003.61,1462.22,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4763,L_TeamEnemy,-2901.57,1508.86,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4765,L_TeamEnemy,-3047.52,1814.58,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4767,L_TeamEnemy,-2814.32,1522.54,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4769,L_TeamEnemy,-3084.25,1457.12,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4771,L_TeamEnemy,-3293.94,230.243,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4773,L_TeamEnemy,-3158.3,-16.8518,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4775,L_TeamEnemy,-3215.17,144.281,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4777,L_TeamEnemy,-3426.33,176.3,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4779,L_TeamEnemy,-3275.44,216.303,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4781,L_TeamEnemy,-3299.42,318.366,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4783,L_TeamEnemy,-3330.03,152.069,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4785,L_TeamEnemy,-3256.52,-47.2351,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4787,L_TeamEnemy,-3256.63,-9.61299,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4789,L_TeamEnemy,-3087.91,202.557,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4791,L_TeamEnemy,-3156.48,263.397,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4793,L_TeamEnemy,-3120.6,195.038,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4795,L_TeamEnemy,-3394.35,240.643,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4797,L_TeamEnemy,-3205.66,-38.8488,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4799,L_TeamEnemy,-3324.37,239.203,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4801,L_TeamEnemy,-3299.55,-12.9211,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4803,L_TeamEnemy,-3144.94,114.435,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4805,L_TeamEnemy,-3176.3,30.3162,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4807,L_TeamEnemy,-2129.6,-911.888,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4808,L_TeamEnemy,-2215.78,-931.566,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4809,L_TeamEnemy,-2064.74,-798.082,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4810,L_TeamEnemy,-2047.25,-839.708,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4811,L_TeamEnemy,-2083.98,-971.348,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySuicide,4812,L_TeamEnemy,-2273.65,-847.398,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyCapitalShip,4813,L_TeamEnemy,128.873,2590.71,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4819,L_TeamEnemy,262.308,2615.24,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4821,L_TeamEnemy,-31.7225,2663.08,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4823,L_TeamEnemy,359.147,2464.06,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4825,L_TeamEnemy,315.177,2835.71,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4827,L_TeamEnemy,349.711,2651.68,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4829,L_TeamEnemy,150.968,2644.48,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4831,L_TeamEnemy,282.12,2536.62,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4833,L_TeamEnemy,14.6642,2772.2,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4835,L_TeamEnemy,59.5128,2471.33,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4837,L_TeamEnemy,168.839,2661.68,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4839,L_TeamEnemy,-19.6497,2579.95,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4841,L_TeamEnemy,64.7008,2699.62,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4843,L_TeamEnemy,188.175,2653.69,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4845,L_TeamEnemy,-13.9857,2511.98,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemySimple,4847,L_TeamEnemy,182.145,2480.12,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4849,L_TeamEnemy,1823.29,-2815.06,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4851,L_TeamEnemy,1853.63,-2833.27,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyCapitalShip,4853,L_TeamEnemy,1842.82,-2804.39,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4859,L_TeamEnemy,1747.93,-2962.62,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4861,L_TeamEnemy,1835.33,-2967.17,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4863,L_TeamEnemy,1524.76,-2790.32,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4865,L_TeamEnemy,1510.61,-2728.89,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4867,L_TeamEnemy,1774.17,-3004.22,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4869,L_TeamEnemy,1737.4,-3076.32,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4871,L_TeamEnemy,1704.25,-3108.26,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4873,L_TeamEnemy,1750.1,-2978.94,,,,
0.016679,LevelGenNormal.c,L_spawn,EnemyBerserker,4875,L_TeamEnemy,1642.02,-2802.48,,,,
0.016679,Engine.c,L_system_time,Physics,0.00621,,,,,,,
0.016679,Engine.c,L_system_time,Entities,0.0048,,,,,,,
0.016679,Engine.c,L_system_time,AE_Graphics,0.000949,,,,,,,
0.160163,Engine.c,L_time,73.308418,0.160163,0.143484,1,,,,,
0.160163,Engine.c,L_system_time,AI,0.005736,,,,,,,
0.160163,Engine.c,L_system_time,Input,0.000175,,,,,,,
0.160163,Engine.c,L_system_time,Sound,0.000005,,,,,,,
0.160163,Engine.c,L_system_time,Physics,0.006309,,,,,,,
0.160163,Engine.c,L_system_time,Entities,0.003528,,,,,,,
0.160163,Engine.c,L_system_time,AE_Graphics,0.000473,,,,,,,
0.179353,Engine.c,L_time,73.327606,0.179353,0.019191,1,,,,,
0.179353,Engine.c,L_system_time,AI,0.005708,,,,,,,
0.179353,Engine.c,L_system_time,Input,0.000154,,,,,,,
0.179353,Engine.c,L_system_time,Sound,0.000005,,,,,,,
0.179353,Engine.c,L_system_time,Physics,0.006306,,,,,,,
0.179353,Engine.c,L_system_time,Entities,0.00342,,,,,,,
0.179353,Engine.c,L_system_time,AE_Graphics,0.000448,,,,,,,
0.198324,Engine.c,L_time,73.346581,0.198324,0.018971,1,,,,,
0.198324,Engine.c,L_system_time,AI,0.005678,,,,,,,
0.198324,Engine.c,L_system_time,Input,0.00015,,,,,,,
0.198324,Engine.c,L_system_time,Sound,0.000005,,,,,,,
0.198324,Engine.c,L_system_time,Physics,0.006267,,,,,,,
0.198324,Engine.c,L_system_time,Entities,0.003346,,,,,,,
0.198324,Engine.c,L_system_time,AE_Graphics,0.000411,,,,,,,
0.216924,Engine.c,L_time,73.365181,0.216924,0.0186,1,,,,,
0.216924,Engine.c,L_system_time,AI,0.005654,,,,,,,
0.216924,Engine.c,L_system_time,Input,0.000138,,,,,,,
0.216924,Engine.c,L_system_time,Sound,0.000004,,,,,,,
0.216924,Engine.c,L_system_time,Physics,0.006289,,,,,,,
0.216924,Engine.c,L_system_time,Entities,0.00336,,,,,,,
0.216924,Engine.c,L_system_time,AE_Graphics,0.000402,,,,,,,
0.235535,Engine.c,L_time,73.383789,0.235535,0.018611,1,,,,,
0.235535,Engine.c,L_system_time,AI,0.005652,,,,,,,
0.235535,Engine.c,L_system_time,Input,0.000125,,,,,,,
0.235535,Engine.c,L_system_time,Sound,0.000058,,,,,,,
0.235535,Engine.c,L_system_time,Physics,0.006309,,,,,,,
0.235535,Engine.c,L_system_time,Entities,0.003421,,,,,,,
0.235535,Engine.c,L_system_time,AE_Graphics,0.00045,,,,,,,
0.254289,Engine.c,L_time,73.402542,0.254289,0.018754,1,,,,,
0.254289,Engine.c,L_system_time,AI,0.005654,,,,,,,
0.254289,Engine.c,L_system_time,Input,0.000153,,,,,,,
0.254289,Engine.c,L_system_time,Sound,0.000004,,,,,,,
0.254289,Engine.c,L_system_time,Physics,0.00628,,,,,,,
0.254289,Engine.c,L_system_time,Entities,0.003458,,,,,,,
0.254289,Engine.c,L_system_time,AE_Graphics,0.00054,,,,,,,
0.273148,Engine.c,L_time,73.421402,0.273148,0.018859,1,,,,,
0.273148,Engine.c,L_system_time,AI,0.005673,,,,,,,
0.273148,Engine.c,L_system_time,Input,0.000139,,,,,,,
0.273148,Engine.c,L_system_time,Sound,0.000004,,,,,,,
0.273148,Engine.c,L_system_time,Physics,0.006253,,,,,,,
0.273148,Engine.c,L_system_time,Entities,0.003477,,,,,,,
0.273148,Engine.c,L_system_time,AE_Graphics,0.000459,,,,,,,
0.292035,Engine.c,L_time,73.440285,0.292035,0.018886,1,,,,,
0.292035,Engine.c,L_system_time,AI,0.005634,,,,,,,
0.292035,Engine.c,L_system_time,Input,0.000132,,,,,,,
0.292035,Engine.c,L_system_time,Sound,0.000005,,,,,,,
0.292035,Engine.c,L_system_time,Physics,0.006266,,,,,,,
0.292035,Engine.c,L_system_time,Entities,0.00346,,,,,,,
0.292035,Engine.c,L_system_time,AE_Graphics,0.000461,,,,,,,
0.310795,Engine.c,L_time,73.459045,0.310795,0.01876,1,,,,,
0.310795,Engine.c,L_system_time,AI,0.005631,,,,,,,
